"","width","gene_id","gene_name","gene_biotype","description","entrezid"
"37678",139,"WBGene00198454","F28C1.13","ncRNA","NULL",NA
"37679",132,"WBGene00195403","F28C1.10","ncRNA","NULL",NA
"37680",118,"WBGene00195697","F28C1.11","ncRNA","NULL",NA
"37681",219,"WBGene00200858","F28C1.14","ncRNA","NULL",NA
"37682",21,"WBGene00172598","21ur-14715","piRNA","NULL",NA
"37683",4851,"WBGene00009201","F28C1.3","protein_coding","Protein phosphatase 1 regulatory subunit 37 homolog  [Source:UniProtKB/Swiss-Prot;Acc:Q19857]",179708
"37684",135,"WBGene00201422","W04D2.13","ncRNA","NULL",NA
"37685",129,"WBGene00196202","W04D2.8","ncRNA","NULL",NA
"37686",282,"WBGene00198728","W04D2.10","ncRNA","NULL",NA
"37687",6030,"WBGene00000228","atn-1","protein_coding","AcTiniN  [Source:UniProtKB/TrEMBL;Acc:Q9XVU8]",179709
"37688",147,"WBGene00198139","W04D2.9","ncRNA","NULL",NA
"37689",1184,"WBGene00012242","srt-39","protein_coding","Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:A0A131MBY2]",189186
"37690",5999,"WBGene00002133","inx-11","protein_coding","Innexin-11  [Source:UniProtKB/Swiss-Prot;Acc:Q23157]",179710
"37691",150,"WBGene00199019","W04D2.11","ncRNA","NULL",NA
"37692",182,"WBGene00201094","W04D2.12","ncRNA","NULL",NA
"37693",145,"WBGene00201858","W04D2.14","ncRNA","NULL",NA
"37694",67,"WBGene00014541","W04D2.7","snoRNA","NULL",NA
"37695",1384,"WBGene00012244","mrps-11","protein_coding","Mitochondrial Ribosomal Protein, Small  [Source:UniProtKB/TrEMBL;Acc:Q23155]",179711
"37696",3028,"WBGene00012243","W04D2.4","protein_coding","NULL",179712
"37697",5526,"WBGene00012245","rbm-25","protein_coding","RNA Binding Motif protein homolog  [Source:UniProtKB/TrEMBL;Acc:H2L2D0]",259655
"37698",1346,"WBGene00012142","T28H10.1","protein_coding","NULL",189061
"37699",1017,"WBGene00012145","nlp-46","protein_coding","Neuropeptide-Like Protein  [Source:UniProtKB/TrEMBL;Acc:Q7YTJ1]",3565773
"37700",143,"WBGene00199909","T28H10.5","ncRNA","NULL",NA
"37701",1557,"WBGene00012143","T28H10.2","protein_coding","NULL",189062
"37702",1956,"WBGene00012144","T28H10.3","protein_coding","NULL",179714
"37703",2331,"WBGene00000285","cal-1","protein_coding","Calmodulin-like protein  [Source:UniProtKB/Swiss-Prot;Acc:P04630]",179715
"37704",96,"WBGene00219812","C13C12.7","ncRNA","NULL",NA
"37705",21,"WBGene00174895","21ur-14776","piRNA","NULL",NA
"37706",84,"WBGene00195704","C13C12.4","ncRNA","NULL",NA
"37707",84,"WBGene00196739","C13C12.5","ncRNA","NULL",NA
"37708",2010,"WBGene00007552","C13C12.2","protein_coding","NULL",182568
"37709",148,"WBGene00201992","C13C12.6","ncRNA","NULL",NA
"37710",966,"WBGene00009721","F45D3.1","protein_coding","NULL",185778
"37711",21,"WBGene00166680","21ur-11827","piRNA","NULL",NA
"37712",112,"WBGene00200921","F45D3.14","ncRNA","NULL",NA
"37713",54,"WBGene00196805","F45D3.8","ncRNA","NULL",NA
"37714",186,"WBGene00195713","F45D3.7","ncRNA","NULL",NA
"37715",215,"WBGene00201949","F45D3.16","ncRNA","NULL",NA
"37716",1934,"WBGene00009722","F45D3.2","protein_coding","NULL",179716
"37717",50,"WBGene00200883","F45D3.13","ncRNA","NULL",NA
"37718",117,"WBGene00199955","F45D3.10","ncRNA","NULL",NA
"37719",1170,"WBGene00009723","F45D3.3","protein_coding","NULL",179717
"37720",132,"WBGene00199296","F45D3.9","ncRNA","NULL",NA
"37721",1091,"WBGene00009724","F45D3.4","protein_coding","NULL",179718
"37722",105,"WBGene00201625","F45D3.15","ncRNA","NULL",NA
"37723",148,"WBGene00200754","F45D3.12","ncRNA","NULL",NA
"37724",180,"WBGene00200167","F45D3.11","ncRNA","NULL",NA
"37725",2674,"WBGene00004759","sel-1","protein_coding","SEL-1; Suppressor/Enhancer of Lin-12  [Source:UniProtKB/TrEMBL;Acc:G5EFG0]",179720
"37726",2299,"WBGene00008452","mrps-5","protein_coding","Putative 28S ribosomal protein S5, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q93425]",179721
"37727",1936,"WBGene00008454","E02A10.4","protein_coding","NULL",259342
"37728",1588,"WBGene00001732","grl-23","protein_coding","GRound-Like (Grd related)  [Source:UniProtKB/TrEMBL;Acc:Q93424]",183983
"37729",215,"WBGene00199184","E02A10.8","ncRNA","NULL",NA
"37730",138,"WBGene00201722","E02A10.10","ncRNA","NULL",NA
"37731",146,"WBGene00200647","E02A10.9","ncRNA","NULL",NA
"37732",8318,"WBGene00008453","E02A10.3","protein_coding","NULL",179722
"37733",134,"WBGene00197036","E02A10.7","ncRNA","NULL",NA
"37734",149,"WBGene00196261","E02A10.6","ncRNA","NULL",NA
"37735",1336,"WBGene00007584","C14C10.1","protein_coding","NULL",182608
"37736",1085,"WBGene00007590","ttr-43","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q95QW9]",182609
"37737",1499,"WBGene00007585","C14C10.2","protein_coding","NULL",179723
"37738",3729,"WBGene00007587","mma-1","protein_coding","NULL",179724
"37739",2759,"WBGene00007586","ril-2","protein_coding","RNAi-Induced Longevity  [Source:UniProtKB/TrEMBL;Acc:Q52GY7]",179725
"37740",131,"WBGene00045126","C14C10.8","snoRNA","NULL",NA
"37741",42,"WBGene00303041","C14C10.10","protein_coding","NULL",36804981
"37742",7113,"WBGene00007588","C14C10.5","protein_coding","NULL",179726
"37743",293,"WBGene00195234","C14C10.9","antisense_RNA","NULL",NA
"37744",695,"WBGene00007589","erg-28","protein_coding","Probable ergosterol biosynthetic protein 28 homolog  [Source:UniProtKB/Swiss-Prot;Acc:G5EEQ9]",179727
"37745",882,"WBGene00119204","ZC116.5","protein_coding","NULL",13215857
"37746",1032,"WBGene00013853","ZC116.1","protein_coding","NULL",259343
"37747",17410,"WBGene00013855","ZC116.3","protein_coding","Probable cubilin  [Source:UniProtKB/Swiss-Prot;Acc:Q20911]",179729
"37748",579,"WBGene00013854","cyc-2.2","protein_coding","Probable cytochrome c 2.2  [Source:UniProtKB/Swiss-Prot;Acc:Q23240]",179728
"37749",306,"WBGene00206460","F56H9.9","protein_coding","NULL",13215861
"37750",949,"WBGene00044198","F56H9.6","protein_coding","NULL",3565248
"37751",1979,"WBGene00006004","srx-113","protein_coding","Serpentine Receptor, class X  [Source:UniProtKB/TrEMBL;Acc:Q20908]",186424
"37752",1149,"WBGene00050977","F56H9.7","pseudogene","NULL",NA
"37753",575,"WBGene00010174","F56H9.2","protein_coding","NULL",179730
"37754",1619,"WBGene00001670","gpa-8","protein_coding","Guanine nucleotide-binding protein alpha-8 subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q20907]",179731
"37755",1833,"WBGene00189948","F56H9.8","protein_coding","NULL",13215867
"37756",2487,"WBGene00001671","gpa-9","protein_coding","Guanine nucleotide-binding protein alpha-9 subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q20910]",191659
"37757",8861,"WBGene00003011","lin-25","protein_coding","NULL",179732
"37758",1306,"WBGene00195166","W05B10.6","protein_coding","NULL",13215870
"37759",1020,"WBGene00012277","ccch-3","protein_coding","CCCH-type zinc finger putative transcription factor  [Source:UniProtKB/TrEMBL;Acc:Q23170]",179733
"37760",627,"WBGene00012276","his-74","protein_coding","Histone H3.3-like type 2  [Source:UniProtKB/Swiss-Prot;Acc:Q27532]",179734
"37761",356,"WBGene00012278","W05B10.3","protein_coding","NULL",179735
"37762",164,"WBGene00198587","W05B10.7","ncRNA","NULL",NA
"37763",139,"WBGene00199238","W05B10.8","ncRNA","NULL",NA
"37764",1464,"WBGene00012279","W05B10.4","protein_coding","NULL",179736
"37765",1820,"WBGene00006007","srx-116","protein_coding","Serpentine Receptor, class X  [Source:UniProtKB/TrEMBL;Acc:P91574]",189212
"37766",12258,"WBGene00010735","frpr-15","protein_coding","FMRFamide Peptide Receptor family  [Source:UniProtKB/TrEMBL;Acc:Q21413]",187257
"37767",82,"WBGene00201774","K10C8.5","ncRNA","NULL",NA
"37768",73,"WBGene00014437","K10C8.t1","tRNA","NULL",NA
"37769",2770,"WBGene00010734","parn-1","protein_coding","3'-5' exoribonuclease parn-1  [Source:UniProtKB/Swiss-Prot;Acc:Q21412]",187256
"37770",653,"WBGene00010737","K10C8.4","protein_coding","NULL",3564965
"37771",6480,"WBGene00010736","istr-1","protein_coding","Increased Sodium Tolerance Related  [Source:UniProtKB/TrEMBL;Acc:G5EDV6]",179737
"37772",3380,"WBGene00011242","R11D1.1","protein_coding","NULL",179738
"37773",2023,"WBGene00011243","R11D1.2","protein_coding","NULL",187803
"37774",817,"WBGene00011244","R11D1.3","protein_coding","NULL",187804
"37775",1186,"WBGene00011245","R11D1.4","protein_coding","NULL",187805
"37776",2047,"WBGene00006222","str-178","protein_coding","Seven TM Receptor  [Source:UniProtKB/TrEMBL;Acc:Q21936]",187806
"37777",161,"WBGene00200686","R11D1.14","ncRNA","NULL",NA
"37778",2107,"WBGene00006225","str-181","protein_coding","Seven TM Receptor  [Source:UniProtKB/TrEMBL;Acc:Q21937]",187807
"37779",2670,"WBGene00011246","R11D1.7","protein_coding","NULL",187808
"37780",1432,"WBGene00045336","R11D1.12","protein_coding","NULL",6418759
"37781",451,"WBGene00045517","R11D1.13","protein_coding","NULL",6418758
"37782",520,"WBGene00004442","rpl-28","protein_coding","60S ribosomal protein L28  [Source:UniProtKB/Swiss-Prot;Acc:Q21930]",179739
"37783",786,"WBGene00011247","mrpl-49","protein_coding","Probable 39S ribosomal protein L49, mitochondrial  [Source:UniProtKB/Swiss-Prot;Acc:Q21939]",187809
"37784",2282,"WBGene00011248","R11D1.10","protein_coding","NULL",179740
"37785",1874,"WBGene00000984","dhs-21","protein_coding","L-xylulose reductase  [Source:UniProtKB/Swiss-Prot;Acc:Q21929]",179741
"37786",1859,"WBGene00007604","xbx-9","protein_coding","X-BoX promoter element regulated  [Source:UniProtKB/TrEMBL;Acc:Q18017]",179742
"37787",125,"WBGene00196942","C15C8.10","ncRNA","NULL",NA
"37788",4509,"WBGene00000521","cky-1","protein_coding","BHLH-PAS factor; CKY homolog  [Source:UniProtKB/TrEMBL;Acc:G5EFL9]",179743
"37789",189,"WBGene00195942","C15C8.9","ncRNA","NULL",NA
"37790",2167,"WBGene00007605","hrg-7","protein_coding","Heme Responsive protein  [Source:UniProtKB/TrEMBL;Acc:Q18020]",182635
"37791",886,"WBGene00007609","C15C8.7","protein_coding","5N224  [Source:UniProtKB/TrEMBL;Acc:G5EC11]",179744
"37792",2263,"WBGene00007606","C15C8.4","protein_coding","Putative low density lipoprotein receptor associated protein (37.4 kD)  [Source:UniProtKB/TrEMBL;Acc:G5EF26]",179745
"37793",193,"WBGene00200986","C15C8.11","ncRNA","NULL",NA
"37794",1672,"WBGene00007607","C15C8.5","protein_coding","NULL",182636
"37795",1516,"WBGene00007608","C15C8.6","protein_coding","NULL",182637
"37796",905,"WBGene00045460","C15C8.8","protein_coding","NULL",6418695
"37797",2132,"WBGene00001675","gpa-13","protein_coding","Guanine nucleotide-binding protein alpha-13 subunit  [Source:UniProtKB/Swiss-Prot;Acc:Q9XTB2]",179746
"37798",50,"WBGene00195758","F18E2.8","ncRNA","NULL",NA
"37799",50,"WBGene00201860","F18E2.14","ncRNA","NULL",NA
"37800",2637,"WBGene00008936","papl-1","protein_coding","Purple acid phosphatase  [Source:UniProtKB/TrEMBL;Acc:Q19553]",179747
"37801",622,"WBGene00219330","F18E2.15","protein_coding","NULL",13215914
"37802",2332,"WBGene00006512","abcf-1","protein_coding","ABC transporter, class F  [Source:UniProtKB/TrEMBL;Acc:Q19554]",179748
"37803",3989,"WBGene00004738","scc-3","protein_coding","Cohesin subunit scc-3  [Source:UniProtKB/Swiss-Prot;Acc:Q19555]",179749
"37804",1578,"WBGene00008937","srt-43","protein_coding","Serpentine Receptor, class T  [Source:UniProtKB/TrEMBL;Acc:Q19556]",179750
"37805",149,"WBGene00197009","F18E2.10","ncRNA","NULL",NA
"37806",157,"WBGene00200359","F18E2.13","ncRNA","NULL",NA
"37807",273,"WBGene00198686","F18E2.12","ncRNA","NULL",NA
"37808",9542,"WBGene00013902","ZC455.1","protein_coding","NULL",179751
"37809",132,"WBGene00195750","F18E2.7","ncRNA","NULL",NA
"37810",129,"WBGene00196738","F18E2.9","ncRNA","NULL",NA
"37811",129,"WBGene00197849","F18E2.11","ncRNA","NULL",NA
"37812",141,"WBGene00198653","ZC455.16","ncRNA","NULL",NA
"37813",149,"WBGene00195809","ZC455.14","ncRNA","NULL",NA
"37814",82,"WBGene00014619","ZC455.t1","tRNA","NULL",NA
"37815",1643,"WBGene00013907","sre-20","protein_coding","Serpentine Receptor, class E (Epsilon)  [Source:UniProtKB/TrEMBL;Acc:G3MU24]",191175
"37816",1973,"WBGene00001429","fkb-4","protein_coding","Peptidylprolyl isomerase  [Source:UniProtKB/TrEMBL;Acc:Q23338]",179752
"37817",1283,"WBGene00013909","srbc-44","protein_coding","Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q23339]",191177
"37818",1322,"WBGene00013908","srbc-43","protein_coding","Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q23340]",191176
"37819",2268,"WBGene00013906","ugt-5","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q23336]",179753
"37820",2317,"WBGene00013905","ugt-4","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q23335]",179754
"37821",2671,"WBGene00013904","ugt-6","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q23334]",179755
"37822",1867,"WBGene00013903","ugt-3","protein_coding","UDP-GlucuronosylTransferase  [Source:UniProtKB/TrEMBL;Acc:Q23333]",191174
"37823",2300,"WBGene00194786","ZC455.13","pseudogene","NULL",NA
"37824",224,"WBGene00196701","ZC455.15","ncRNA","NULL",NA
"37825",977,"WBGene00013910","srbc-45","protein_coding","Serpentine Receptor, class BC (Class B-like)  [Source:UniProtKB/TrEMBL;Acc:Q23331]",191178
"37826",980,"WBGene00044102","srbc-46","pseudogene","NULL",NA
"37827",1788,"WBGene00077562","ZC443.7","protein_coding","NULL",13215940
"37828",1659,"WBGene00013896","ZC443.1","protein_coding","NULL",179756
"37829",870,"WBGene00013897","ZC443.2","protein_coding","NULL",179757
"37830",273,"WBGene00219638","anr-29","antisense_RNA","NULL",NA
"37831",1865,"WBGene00013898","ZC443.3","protein_coding","NULL",179758
"37832",104,"WBGene00200192","ZC443.8","ncRNA","NULL",NA
"37833",2634,"WBGene00013899","ZC443.4","protein_coding","NULL",191170
"37834",2494,"WBGene00013900","ugt-18","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q23323]",179759
"37835",2409,"WBGene00013901","ugt-16","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:G5EGK7]",191171
"37836",2340,"WBGene00008097","ugt-15","protein_coding","UDP-glucuronosyltransferase  [Source:UniProtKB/TrEMBL;Acc:Q18629]",183462
"37837",3635,"WBGene00008098","C44H9.2","pseudogene","NULL",NA
"37838",4076,"WBGene00008099","C44H9.4","protein_coding","NULL",179760
"37839",1288,"WBGene00077564","C44H9.9","pseudogene","NULL",NA
"37840",2837,"WBGene00008101","C44H9.6","protein_coding","NULL",183465
"37841",3144,"WBGene00008100","C44H9.5","protein_coding","NULL",183464
"37842",21,"WBGene00173768","21ur-10460","piRNA","NULL",NA
"37843",1825,"WBGene00008102","C44H9.7","protein_coding","NULL",179762
"37844",4453,"WBGene00011587","anp-1","protein_coding","Aminopeptidase  [Source:UniProtKB/TrEMBL;Acc:Q1HB04]",179763
"37845",4132,"WBGene00011592","T07F10.6","protein_coding","NULL",179764
"37846",633,"WBGene00011591","T07F10.5","protein_coding","NULL",188237
"37847",2010,"WBGene00011589","T07F10.3","protein_coding","NULL",179765
"37848",10056,"WBGene00011590","bus-19","protein_coding","NULL",179766
"37849",131,"WBGene00200922","T07F10.12","ncRNA","NULL",NA
"37850",131,"WBGene00198807","T07F10.10","ncRNA","NULL",NA
"37851",148,"WBGene00196853","T07F10.9","ncRNA","NULL",NA
"37852",189,"WBGene00200713","T07F10.11","ncRNA","NULL",NA
"37853",21,"WBGene00172388","21ur-15167","piRNA","NULL",NA
"37854",21,"WBGene00171064","21ur-14576","piRNA","NULL",NA
"37855",3883,"WBGene00011287","glb-24","protein_coding","GLoBin related  [Source:UniProtKB/TrEMBL;Acc:E1B6T1]",179767
"37856",150,"WBGene00201725","R90.12","ncRNA","NULL",NA
"37857",87,"WBGene00199141","R90.9","ncRNA","NULL",NA
"37858",4350,"WBGene00011283","ttbk-7","protein_coding","Tau TuBulin Kinase  [Source:UniProtKB/TrEMBL;Acc:Q22033]",179768
"37859",189,"WBGene00200116","R90.11","ncRNA","NULL",NA
"37860",131,"WBGene00198637","R90.8","ncRNA","NULL",NA
"37861",131,"WBGene00199395","R90.10","ncRNA","NULL",NA
"37862",62,"WBGene00196891","R90.6","ncRNA","NULL",NA
"37863",62,"WBGene00197913","R90.7","ncRNA","NULL",NA
"37864",610,"WBGene00011284","ttr-27","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q22032]",179769
"37865",956,"WBGene00011285","ttr-28","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q22035]",187889
"37866",616,"WBGene00011286","ttr-29","protein_coding","TransThyretin-Related family domain  [Source:UniProtKB/TrEMBL;Acc:Q22034]",187890
"37867",7086,"WBGene00003738","nid-1","protein_coding","NIDogen (Basement membrane protein)  [Source:UniProtKB/TrEMBL;Acc:C7FZU3]",179770
"37868",1453,"WBGene00014770","F54F3.2","pseudogene","NULL",NA
"37869",131,"WBGene00202083","F54F3.6","ncRNA","NULL",NA
"37870",582,"WBGene00199035","F54F3.5","ncRNA","NULL",NA
"37871",1741,"WBGene00010062","lipl-1","protein_coding","Lipase  [Source:UniProtKB/TrEMBL;Acc:Q93789]",179771
"37872",1549,"WBGene00010063","dhrs-4","protein_coding","Dehydrogenase/reductase SDR family member 4  [Source:UniProtKB/Swiss-Prot;Acc:G5EGA6]",179772
"37873",140,"WBGene00197834","T16G1.15","ncRNA","NULL",NA
"37874",3733,"WBGene00004150","pqn-67","protein_coding","Prion-like-(Q/N-rich)-domain-bearing protein  [Source:UniProtKB/TrEMBL;Acc:Q9XUQ0]",179773
"37875",303,"WBGene00198827","T16G1.17","ncRNA","NULL",NA
"37876",216,"WBGene00197654","T16G1.14","ncRNA","NULL",NA
"37877",3489,"WBGene00011796","T16G1.2","protein_coding","NULL",188552
"37878",2172,"WBGene00011801","T16G1.7","protein_coding","NULL",179774
"37879",1726,"WBGene00011800","T16G1.6","protein_coding","NULL",188554
"37880",1853,"WBGene00011799","T16G1.5","protein_coding","NULL",179775
"37881",1700,"WBGene00011798","T16G1.4","protein_coding","NULL",179776
"37882",1965,"WBGene00011797","T16G1.3","protein_coding","NULL",188553
"37883",106,"WBGene00198791","T16G1.16","ncRNA","NULL",NA
"37884",1993,"WBGene00001711","grl-2","protein_coding","GRound-Like (Grd related)  [Source:UniProtKB/TrEMBL;Acc:Q9XUP5]",179777
"37885",3844,"WBGene00011802","T16G1.9","protein_coding","NULL",179778
"37886",340,"WBGene00194787","T16G1.13","protein_coding","NULL",13215998
"37887",687,"WBGene00219337","T16G1.18","protein_coding","NULL",13215999
"37888",573,"WBGene00004151","pqn-68","protein_coding","D-aminoacyl-tRNA deacylase  [Source:UniProtKB/TrEMBL;Acc:Q9XUP4]",188555
"37889",1228,"WBGene00001233","eif-3.K","protein_coding","Eukaryotic translation initiation factor 3 subunit K  [Source:UniProtKB/Swiss-Prot;Acc:Q9XUP3]",179779
"37890",5947,"WBGene00011307","mpst-7","protein_coding","MercaptoPyruvate SulfurTransferase homolog  [Source:UniProtKB/TrEMBL;Acc:G5EEV0]",187919
"37891",145,"WBGene00195671","R186.9","ncRNA","NULL",NA
"37892",1863,"WBGene00011305","R186.1","protein_coding","NULL",179780
"37893",1647,"WBGene00005113","srd-35","protein_coding","Serpentine Receptor, class D (Delta)  [Source:UniProtKB/TrEMBL;Acc:Q22011]",187918
"37894",1211,"WBGene00011306","R186.3","protein_coding","NULL",179781
"37895",674,"WBGene00011309","R186.8","protein_coding","NULL",3565661
"37896",1876,"WBGene00003031","lin-46","protein_coding","LIN-46  [Source:UniProtKB/TrEMBL;Acc:G5EF06]",179782
"37897",2173,"WBGene00011308","pnn-1","protein_coding","PiNiN nuclear speckle-associated protein and splicing factor homolog  [Source:UniProtKB/TrEMBL;Acc:Q95ZQ5]",179783
"37898",13867,"WBGene00004793","shw-3","protein_coding","SHaW family of potassium channels  [Source:UniProtKB/TrEMBL;Acc:A0A3B1DVP6]",191761
"37899",150,"WBGene00196598","R186.10","ncRNA","NULL",NA
"37900",150,"WBGene00201025","R186.13","ncRNA","NULL",NA
"37901",55,"WBGene00201818","R186.14","ncRNA","NULL",NA
"37902",59,"WBGene00199006","R186.12","ncRNA","NULL",NA
"37903",148,"WBGene00197653","R186.11","ncRNA","NULL",NA
"37904",168,"WBGene00199208","F15B9.13","ncRNA","NULL",NA
"37905",289,"WBGene00198403","F15B9.12","ncRNA","NULL",NA
"37906",3643,"WBGene00008851","F15B9.8","protein_coding","NULL",179784
"37907",324,"WBGene00138724","F15B9.11","protein_coding","NULL",13216019
"37908",1643,"WBGene00001109","dsl-7","protein_coding","Delta-like protein  [Source:UniProtKB/TrEMBL;Acc:Q7YXD2]",3565725
"37909",1268,"WBGene00001389","far-5","protein_coding","Fatty Acid/Retinol binding protein  [Source:UniProtKB/TrEMBL;Acc:Q19480]",184522
"37910",738,"WBGene00001387","far-3","protein_coding","Fatty Acid/Retinol binding protein  [Source:UniProtKB/TrEMBL;Acc:Q19478]",179785
"37911",1233,"WBGene00001388","far-4","protein_coding","Fatty Acid/Retinol binding protein  [Source:UniProtKB/TrEMBL;Acc:Q19477]",191633
"37912",4671,"WBGene00008848","inft-2","protein_coding","INverted Formin/formin Three-related  [Source:UniProtKB/TrEMBL;Acc:Q19479]",179786
"37913",87,"WBGene00200745","F15B9.14","ncRNA","NULL",NA
"37914",72,"WBGene00014331","F15B9.t1","tRNA","NULL",NA
"37915",1945,"WBGene00045418","F15B9.10","protein_coding","NULL",6418727
"37916",3005,"WBGene00008849","try-10","protein_coding","TRYpsin-like protease  [Source:UniProtKB/TrEMBL;Acc:E1B6T9]",179787
"37917",187,"WBGene00235323","F15B9.15","antisense_RNA","NULL",NA
"37918",2498,"WBGene00008850","F15B9.6","protein_coding","NULL",184523
"37919",14306,"WBGene00001475","fmi-1","protein_coding","FlaMIngo (Cadherin plus 7TM domain) homolog  [Source:UniProtKB/TrEMBL;Acc:A0A0K3AUS4]",179788
"37920",21,"WBGene00171442","21ur-12786","piRNA","NULL",NA
"37921",285,"WBGene00199926","W07G4.10","ncRNA","NULL",NA
"37922",73,"WBGene00014551","W07G4.t1","tRNA","NULL",NA
"37923",134,"WBGene00201879","W07G4.12","ncRNA","NULL",NA
"37924",636,"WBGene00012335","W07G4.1","protein_coding","NULL",189283
"37925",438,"WBGene00077565","W07G4.7","protein_coding","NULL",6418779
"37926",1687,"WBGene00012336","W07G4.2","protein_coding","NULL",189284
"37927",4884,"WBGene00012337","W07G4.3","protein_coding","NULL",179789
"37928",129,"WBGene00200931","W07G4.11","ncRNA","NULL",NA
"37929",2644,"WBGene00002250","lap-2","protein_coding","Putative aminopeptidase W07G4.4  [Source:UniProtKB/Swiss-Prot;Acc:Q27245]",179790
"37930",1259,"WBGene00012339","W07G4.5","protein_coding","NULL",179791
"37931",306,"WBGene00077788","W07G4.8","protein_coding","NULL",7040180
"37932",4181,"WBGene00005652","srr-1","protein_coding","Serpentine Receptor, class R  [Source:UniProtKB/TrEMBL;Acc:G5EG25]",189285
"37933",137,"WBGene00196612","F42E8.3","ncRNA","NULL",NA
"37934",1189,"WBGene00009630","F42E8.1","protein_coding","NULL",185667
"37935",334,"WBGene00009631","F42E8.2","pseudogene","NULL",NA
"37936",4513,"WBGene00007908","C34B4.3","protein_coding","NULL",179792
"37937",159,"WBGene00195816","C34B4.9","ncRNA","NULL",NA
"37938",147,"WBGene00199476","C34B4.14","ncRNA","NULL",NA
"37939",149,"WBGene00200436","C34B4.15","ncRNA","NULL",NA
"37940",21,"WBGene00165949","21ur-11069","piRNA","NULL",NA
"37941",143,"WBGene00197209","C34B4.11","ncRNA","NULL",NA
"37942",7206,"WBGene00007907","C34B4.2","protein_coding","NULL",179793
"37943",2710,"WBGene00007909","C34B4.4","protein_coding","NULL",3565177
"37944",1781,"WBGene00077698","lurp-4","protein_coding","LU (Ly6 Urokinase plasminogen) domain Receptor-related Protein  [Source:UniProtKB/TrEMBL;Acc:B2D6N2]",6418704
"37945",1504,"WBGene00007910","C34B4.5","protein_coding","NULL",3564856
"37946",433,"WBGene00077566","C34B4.6","pseudogene","NULL",NA
"37947",11428,"WBGene00003143","max-1","protein_coding","Motor AXon guidance  [Source:UniProtKB/TrEMBL;Acc:Q18420]",179794
"37948",215,"WBGene00198007","C34B4.12","ncRNA","NULL",NA
"37949",148,"WBGene00196528","C34B4.10","ncRNA","NULL",NA
"37950",272,"WBGene00198549","C34B4.13","ncRNA","NULL",NA
"37951",217,"WBGene00196060","VB0365.1","ncRNA","NULL",NA
"37952",130,"WBGene00196857","VB0365.2","ncRNA","NULL",NA
"37953",137,"WBGene00199942","B0365.8","ncRNA","NULL",NA
"37954",3680,"WBGene00007150","acly-2","protein_coding","ATP-citrate synthase  [Source:UniProtKB/TrEMBL;Acc:P90731]",179795
"37955",2746,"WBGene00007151","B0365.2","pseudogene","NULL",NA
"37956",3582,"WBGene00001137","eat-6","protein_coding","Sodium/potassium-transporting ATPase subunit alpha  [Source:UniProtKB/TrEMBL;Acc:P90735]",179796
"37957",120,"WBGene00219786","B0365.10","ncRNA","NULL",NA
"37958",1693,"WBGene00219208","B0365.9","protein_coding","NULL",13216068
"37959",1137,"WBGene00007152","clec-225","protein_coding","C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:G3MU44]",181942
"37960",3137,"WBGene00007153","clec-41","protein_coding","C-type LECtin  [Source:UniProtKB/TrEMBL;Acc:P90732]",179797
"37961",13486,"WBGene00007154","dhc-3","protein_coding","Dynein Heavy Chain  [Source:UniProtKB/TrEMBL;Acc:G5EDV4]",179798
"37962",23218,"WBGene00011647","noca-1","protein_coding","Non-centrosomal microtubule array protein 1  [Source:UniProtKB/Swiss-Prot;Acc:G5EEK3]",3565610
"37963",141,"WBGene00201507","K03H4.7","ncRNA","NULL",NA
"37964",212,"WBGene00198211","K03H4.5","ncRNA","NULL",NA
"37965",143,"WBGene00200433","K03H4.6","ncRNA","NULL",NA
"37966",223,"WBGene00197278","K03H4.3","ncRNA","NULL",NA
"37967",140,"WBGene00198037","K03H4.4","ncRNA","NULL",NA
"37968",148,"WBGene00195386","T09E8.6","ncRNA","NULL",NA
"37969",3479,"WBGene00001874","him-17","protein_coding","High Incidence of Males (Increased X chromosome loss)  [Source:UniProtKB/TrEMBL;Acc:Q22360]",179800
"37970",1205,"WBGene00011648","cni-1","protein_coding","NULL",179801
"37971",2658,"WBGene00011649","T09E8.4","protein_coding","NULL",188327
"37972",1745,"WBGene00005518","sri-6","protein_coding","Serpentine Receptor, class I  [Source:UniProtKB/TrEMBL;Acc:Q22358]",188328
